class_index,cod_id,formula,reduced_formula,elements,space_group,space_group_number
12663,2206090,Pr2 I6 O18,I3O9Pr,"I,O,Pr",Pmmn,59
12664,1528041,Li4 Cu8 Ge4,Cu2GeLi,"Cu,Ge,Li",Fm-3m,225
12665,1535364,Mg71.832 In2.964 Ir13.204,In2.964Ir13.204Mg71.832,"In,Ir,Mg",C2/c,15
12666,1524330,Ti4 Cu6,Cu3Ti2,"Cu,Ti",I4/mmm,139
12667,1510063,Ca20 Sn20 Au20,AuCaSn,"Au,Ca,Sn",Pnma,62
12668,2002534,Ba16 Zn8 O24,Ba2O3Zn,"Ba,O,Zn",C2/c,15
12669,7011992,Mn8 Se8 O30,Mn4O15Se4,"Mn,O,Se",P2_1,4
12670,1535597,Li24 Bi8 O24,BiLi3O3,"Bi,Li,O",P-1,2
12671,1536403,K4 Ba16 P20,Ba4KP5,"Ba,K,P",P4_32_12,96
12672,7221399,Pr4 Co4 O12,CoO3Pr,"Co,O,Pr",Pnma,62
12673,1540088,K8 Fe8 F32,F4FeK,"F,Fe,K",Pmn2_1,31
12674,8103483,Ba3 Ni36 B18,B6BaNi12,"B,Ba,Ni",R-3m,166
12675,1519039,Re12 S10.34 Br15.66,Br15.66Re12S10.34,"Br,Re,S",P-1,2
12676,1521057,Mn32 H128 N64,H4MnN2,"H,Mn,N",I4_1/acd,142
12677,7705280,In16 Sn8 S48,In2S6Sn,"In,S,Sn",P2_1/c,14
12678,1534217,Zr2 As1.87 S1,As1.87SZr2,"As,S,Zr",P4/nmm,129
12679,1524491,Ce0.7 Y1.3,Ce0.7Y1.3,"Ce,Y",P6_3/mmc,194
12680,1101048,Ti8 N4.88,N4.88Ti8,"N,Ti",I4_1/amd,141
12681,4329803,Cd8 Cu13.76 As2.24,As2.24Cd8Cu13.76,"As,Cd,Cu",Fd-3m,227
12682,1522367,Gd4 Ni34,Gd2Ni17,"Gd,Ni",P6_3/mmc,194
12683,2104874,Zn24 As24 O84,As2O7Zn2,"As,O,Zn",C2/c,15
12684,9000507,Al4 S6 O58,Al2O29S3,"Al,O,S",P-1,2
12685,1509678,Nd1 Ag2,Ag2Nd,"Ag,Nd",P6/mmm,191
12686,1541108,Sc24 Re16 Si24,Re2Sc3Si3,"Re,Sc,Si",C2,5
12687,1538235,V6 S8,S4V3,"S,V",C2/m,12
12688,1524501,Zr1 Co1,CoZr,"Co,Zr",Im-3m,229
12689,7209385,Eu4 In8 Au4,AuEuIn2,"Au,Eu,In",Cmcm,63
12690,1530442,Rb4 Pu2 Cl12,Cl6PuRb2,"Cl,Pu,Rb",P6_3mc,186
12691,1532934,Sm4 Ge8.8 Ru1.6,Ge8.8Ru1.6Sm4,"Ge,Ru,Sm",Pmmn,59
12692,1537433,Zn3 Sn3 F18,F6SnZn,"F,Sn,Zn",R-3,148
12693,4070823,Ga2 H26 C18,C9GaH13,"C,Ga,H",P-1,2
12694,1532883,Er8 Co4 Si8,CoEr2Si2,"Co,Er,Si",C2/m,12
12695,4031186,Ho4 Po4,HoPo,"Ho,Po",Fm-3m,225
12696,4304074,Pr6 Mn2 Bi10,Bi5MnPr3,"Bi,Mn,Pr",P6_3/mcm,193
12697,9011213,Hg4 Bi8 S16,Bi2HgS4,"Bi,Hg,S",C2/m,12
12698,1528062,Sm4 I4 O36,IO9Sm,"I,O,Sm",P2_1/c,14
12699,1525163,Ho24 Fe92,Fe23Ho6,"Fe,Ho",Fm-3m,225
12700,1511397,Sc4 B48,B12Sc,"B,Sc",Fm-3m,225
12701,1521689,Nd16 Ni12 O40,Nd4Ni3O10,"Nd,Ni,O",P2_1/c,14
12702,4113439,Sc26.436 Te16 Ru6,Ru6Sc26.436Te16,"Ru,Sc,Te",P4/mnc,128
12703,7706063,P4 Pb4 S12,PPbS3,"P,Pb,S",P2_1/c,14
12704,1521744,Sm4 Co4 O12,CoO3Sm,"Co,O,Sm",Pnma,62
12705,4124706,K16 Xe4 O60,K4O15Xe,"K,O,Xe",Pca2_1,29
12706,2011244,Hf2 H72 C62,C31H36Hf,"C,H,Hf",P-1,2
12707,1510881,Be29.5 B81,B81Be29.5,"B,Be",P6/mmm,191
12708,4000543,Sn4 P4 O14,O7P2Sn2,"O,P,Sn",P2_1/c,14
12709,1522640,Nb6 Ga1.04 Sn0.96,Ga1.04Nb6Sn0.96,"Ga,Nb,Sn",Pm-3n,223
12710,2002850,Sr16 Nb16 O56,Nb2O7Sr2,"Nb,O,Sr",Pna2_1,33
12711,1524285,Dy4 In4 Pd8,DyInPd2,"Dy,In,Pd",Fm-3m,225
12712,1540094,In18.04 Cu12.33 Se32,Cu12.33In18.04Se32,"Cu,In,Se",P-43m,215
12713,1509053,Sr1 Ag0.89 Ge1.11,Ag0.89Ge1.11Sr,"Ag,Ge,Sr",P6/mmm,191
12714,2204979,La2 Fe2 Ge6,FeGe3La,"Fe,Ge,La",I4mm,107
12715,1524416,V1 Ga0.5 Fe0.5,Fe0.5Ga0.5V,"Fe,Ga,V",Im-3m,229
12716,9004587,U32 Pb8 O152,O19PbU4,"O,Pb,U",Cmc2_1,36
12717,4302867,Cs4 Pb8 Cl20,Cl5CsPb2,"Cl,Cs,Pb",I4/mcm,140
12718,1539141,Sm4 In2,InSm2,"In,Sm",P6_3/mmc,194
12719,9011785,Pb2 Br2 F2,BrFPb,"Br,F,Pb",P4/nmm,129
12720,1008672,Li3.18 Nb4 O8,Li3.18Nb4O8,"Li,Nb,O",P-3m1,164
12721,1537144,Ho16 Cd8 Se32,CdHo2Se4,"Cd,Ho,Se",Fd-3m,227
12722,7039792,Ba5 Ta4 O15,Ba5O15Ta4,"Ba,O,Ta",P-3m1,164
12723,9008353,Sr8 Sb4,SbSr2,"Sb,Sr",I4/mmm,139
12724,4001863,Ba64 Sn32 S120,Ba8S15Sn4,"Ba,S,Sn",Pca2_1,29
12725,1531477,Yb4 Mn4 Ge4,GeMnYb,"Ge,Mn,Yb",Pnma,62
12726,9011233,V2 Cu3 O8,Cu3O8V2,"Cu,O,V",P-1,2
12727,1523604,Mg1 Pd3,MgPd3,"Mg,Pd",Fm-3m,225
12728,1522547,Th1 Mn2 Ni3,Mn2Ni3Th,"Mn,Ni,Th",P6/mmm,191
12729,1525610,Ba7.8 Mo56 O112,Ba7.8Mo56O112,"Ba,Mo,O",I4,79
12730,2002266,Sm8 Co4 O16,CoO4Sm2,"Co,O,Sm",Fmm2,42
12731,7222578,Cs12 Sb20 O56,Cs3O14Sb5,"Cs,O,Sb",Pbam,55
12732,9000765,As8 Pb8 O20,As2O5Pb2,"As,O,Pb",P2_1/c,14
12733,4304964,Ca8 Ga6.936 Au25.064,Au25.064Ca8Ga6.936,"Au,Ca,Ga",Pa-3,205
12734,1537418,Ru8 F40,F5Ru,"F,Ru",P2_1/c,14
12735,1526187,Cu8 Sn4 S12,Cu2S3Sn,"Cu,S,Sn",Cc,9
12736,1001296,Cd8 P12 Br4,BrCd2P3,"Br,Cd,P",Cc,9
12737,1533747,V20 As10.972,As10.972V20,"As,V",I4/mcm,140
12738,4030851,Zr4 C72 S8,C18S2Zr,"C,S,Zr",C2/c,15
12739,9007882,Er20 Sb12,Er5Sb3,"Er,Sb",Pnma,62
12740,1542214,Pr2 Cu2 Si2,CuPrSi,"Cu,Pr,Si",P6_3/mmc,194
12741,2101926,Fe2 O1,Fe2O,"Fe,O",P4mm,99
12742,9008814,Zn1 Cu1,CuZn,"Cu,Zn",Pm-3m,221
12743,1539245,Nd2 U2 P4,NdP2U,"Nd,P,U",Fm-3m,225
12744,1510904,Cs6 B6 Se20,B3Cs3Se10,"B,Cs,Se",P-1,2
12745,1534782,Sr24 Mo8 N32,MoN4Sr3,"Mo,N,Sr",Pbca,61
12746,1530097,Li4 Ga4 I12,GaI3Li,"Ga,I,Li",P2_1/m,11
12747,1510625,Tm1 Co3 B2,B2Co3Tm,"B,Co,Tm",P6/mmm,191
12748,2009662,Tb8 Cr12 O76,Cr3O19Tb2,"Cr,O,Tb",P2_1/c,14
12749,1510598,Bi4 Au4 Br24,AuBiBr6,"Au,Bi,Br",P-1,2
12750,1531842,Dy8 Ti12 Si16,Dy2Si4Ti3,"Dy,Si,Ti",P4_12_12,92
12751,1537710,Nd2 Si4 Rh4,NdRh2Si2,"Nd,Rh,Si",I4/mmm,139
12752,2310075,Au4 Cl12,AuCl3,"Au,Cl",P2_1/c,14
12753,1539898,Rb8 Mn4 Te8,MnRb2Te2,"Mn,Rb,Te",Ibam,72
12754,4340060,Ho4 Al0.64 Ge8,Al0.64Ge8Ho4,"Al,Ge,Ho",Cmcm,63
12755,1561666,Rb0.54 Mo2 S4,Mo2Rb0.54S4,"Mo,Rb,S",P2_1/m,11
12756,9010988,Pr2,Pr,Pr,P6_3/mmc,194
12757,1521857,U12 Al6.8 Si13.2,Al6.8Si13.2U12,"Al,Si,U",I4,79
12758,7047329,U12 O28 F28,F7O7U3,"F,O,U",Pbcm,57
12759,9015072,Sr1 O10,O10Sr,"O,Sr",P4/mmm,123
12760,7222613,Ta4 Si4 Ir4,IrSiTa,"Ir,Si,Ta",Pnma,62
12761,1510380,Ce2 Si4 Au4,Au2CeSi2,"Au,Ce,Si",I4/mmm,139
12762,4511447,Pr4 Rh4 O12,O3PrRh,"O,Pr,Rh",Pnma,62
12763,1530936,Rb8 B48 H48,B6H6Rb,"B,H,Rb",Fm-3,202
12764,4082637,Sn4 H92 C52,C13H23Sn,"C,H,Sn",P-1,2
12765,1540918,Ta8 Co4,CoTa2,"Co,Ta",P6_3/mcm,193
12766,1011281,Lu32 O48,Lu2O3,"Lu,O",I2_13,199
12767,1540771,Hf4 Co8 Sn4,Co2HfSn,"Co,Hf,Sn",Fm-3m,225
12768,1528245,Ca4 B8 O32,B2CaO8,"B,Ca,O",Pban,50
12769,1510863,Pr28 Re96 B96,B24Pr7Re24,"B,Pr,Re",P-4c2,116
12770,1541073,Sm4 Tl2,Sm2Tl,"Sm,Tl",P6_3/mmc,194
12771,1532769,Ti1 Al1,AlTi,"Al,Ti",P4/mmm,123
12772,2233642,Mo2 H32 C40,C20H16Mo,"C,H,Mo",P2_1/c,14
12773,2310024,Cd8 Ag4 Au4,AgAuCd2,"Ag,Au,Cd",Fm-3m,225
12774,1508408,Ba4 Lu8 S16,BaLu2S4,"Ba,Lu,S",Pnma,62
12775,2106159,Y32 Co20,Co5Y8,"Co,Y",P2_1/c,14
12776,2311079,W20,W,W,P2/m,10
12777,4308096,Sm4 Ga16 Co3,Co3Ga16Sm4,"Co,Ga,Sm",P4/mmm,123
12778,4102587,La12 Sb4 O12,La3O3Sb,"La,O,Sb",C2/m,12
12779,7111345,Ti4 H48 C48,C12H12Ti,"C,H,Ti",P2_1/c,14
12780,7208101,Fe8 H72 C96,C12FeH9,"C,Fe,H",P2_1/c,14
12781,1001681,Ta8 P8 O40,O5PTa,"O,P,Ta",P2_1/m,11
12782,1537655,Pr8 Ru16,PrRu2,"Pr,Ru",Fd-3m,227
12783,1509217,Ba1.04 Sr2.96 Ag4,Ag4Ba1.04Sr2.96,"Ag,Ba,Sr",Pnma,62
12784,2310102,Y4 B48,B12Y,"B,Y",Fm-3m,225
12785,7706278,Gd8 U44 O176,Gd2O44U11,"Gd,O,U",C222_1,20
12786,2310199,Nb6 Pd18,NbPd3,"Nb,Pd",Pmmn,59
12787,4330813,Pr4 Fe8.04 Sb9.856,Fe8.04Pr4Sb9.856,"Fe,Pr,Sb",I4/mmm,139
12788,7223684,Ru16 S32 Cl104,Cl13Ru2S4,"Cl,Ru,S",P2_1/c,14
12789,1534472,Ho8 Fe2 S14,FeHo4S7,"Fe,Ho,S",C2/m,12
12790,4344156,Na52 Tl30.984 Cd77.016,Cd77.016Na52Tl30.984,"Cd,Na,Tl",Im-3,204
12791,8104022,Te6 Pt6,PtTe,"Pt,Te",R-3m,166
12792,1538920,Pd3 Pt3 F18,F6PdPt,"F,Pd,Pt",R-3,148
12793,1539827,Tb2 Al3.23 Fe15.77,Al3.23Fe15.77Tb2,"Al,Fe,Tb",P6/mmm,191
12794,1527853,Tl4 In4 Te8,InTe2Tl,"In,Te,Tl",I4/mcm,140
12795,1525120,Co1.64 Mo0.36,Co1.64Mo0.36,"Co,Mo",P6_3/mmc,194
12796,1510597,Cu3.2 Au0.8,Au0.8Cu3.2,"Au,Cu",Fm-3m,225
12797,4123970,Rh4.998 O14.994,O14.994Rh4.998,"O,Rh",R-3m,166
12798,1509694,Ag8 Se4 O12,Ag2O3Se,"Ag,O,Se",P2_1/c,14
12799,2106142,Cr20.004 Os9.996,Cr20.004Os9.996,"Cr,Os",P4_2/mnm,136
12800,1516964,Eu8 Mo12 O48,Eu2Mo3O12,"Eu,Mo,O",C2/c,15
12801,1527534,Rb1 Hg1 F3,F3HgRb,"F,Hg,Rb",Pm-3m,221
12802,9004174,H8 W4 O16,H2O4W,"H,O,W",Pnma,62
12803,2001436,Ru32 C104 O104,C13O13Ru4,"C,O,Ru",P2_1/c,14
12804,1560376,Ca32 N14.79504 F19.61384,Ca32F19.6138N14.795,"Ca,F,N",Fd-3m,227
12805,1522639,La1 Ni4.7 Sn0.3,LaNi4.7Sn0.3,"La,Ni,Sn",P6/mmm,191
12806,9013974,Ca10 Si12 O50,Ca5O25Si6,"Ca,O,Si",Cc,9
12807,7221067,Mo72 P6,Mo12P,"Mo,P",R3,146
12808,9004675,Ca2 U8 O34,CaO17U4,"Ca,O,U",P-1,2
12809,1511189,Sc3 In1 B1,BInSc3,"B,In,Sc",Pm-3m,221
12810,7221114,Li15 Sn6,Li5Sn2,"Li,Sn",R-3m,166
12811,1531888,Y6 C3,CY2,"C,Y",R-3m,166
12812,1529069,Er2 Ni8 As4,As2ErNi4,"As,Er,Ni",P4_2/mnm,136
12813,1524264,La4 Cu2.24 Sn8,Cu2.24La4Sn8,"Cu,La,Sn",Cmcm,63
12814,8100910,Cd16 Ge4 Se24,Cd4GeSe6,"Cd,Ge,Se",Cc,9
12815,1531274,Gd4 Zn1.92 Si6.08,Gd4Si6.08Zn1.92,"Gd,Si,Zn",I4_1/amd,141
12816,1514100,Mn10 O16,Mn5O8,"Mn,O",C2/m,12
12817,1528113,Eu4 In16 Cu4,CuEuIn4,"Cu,Eu,In",Cmcm,63
12818,2002352,Sr10 Nb10 O32,Nb5O16Sr5,"Nb,O,Sr",Pmn2_1,31
12819,4031386,Ho2 H6 O6,H3HoO3,"H,Ho,O",P6_3/m,176
12820,1524226,Dy1 Ga3,DyGa3,"Dy,Ga",Pm-3m,221
12821,7705039,Ce4 C32 O27.328,C32Ce4O27.328,"C,Ce,O",P-1,2
12822,2006043,Sr12 Ge12 O36,GeO3Sr,"Ge,O,Sr",C2/c,15
12823,1538042,Yb16 Sb12,Sb3Yb4,"Sb,Yb",I-43d,220
12824,1537764,Zr8 Ni28,Ni7Zr2,"Ni,Zr",C2/m,12
12825,1541239,Ce8 Ru16,CeRu2,"Ce,Ru",Fd-3m,227
12826,7222737,K48 As112,As7K3,"As,K",Pbca,61
12827,4344146,Ba4 Al4,AlBa,"Al,Ba",Pna2_1,33
12828,1526921,Nb28 Ni33.56 Sb12.44,Nb28Ni33.56Sb12.44,"Nb,Ni,Sb",Pnnm,58
12829,2311038,Al18 C9 N6,Al6C3N2,"Al,C,N",R3m,160
12830,1539982,Ir6 N20 Cl20,Cl10Ir3N10,"Cl,Ir,N",C2/m,12
12831,2310376,U16 O48,O3U,"O,U",I4_1/amd,141
12832,1539676,La6 U2 Al16,Al8La3U,"Al,La,U",Fd-3m,227
12833,1010900,Cs1 I1 O3,CsIO3,"Cs,I,O",Pm-3m,221
12834,2310999,In32 Cl32,ClIn,"Cl,In",P2_13,198
12835,7222412,Li5.616 Ru2.078 O8,Li5.616O8Ru2.078,"Li,O,Ru",P2/c,13
12836,1523142,Li0.21 Zn1.79,Li0.21Zn1.79,"Li,Zn",P6_3/mmc,194
12837,1008805,Sm8 Si8 O28,O7Si2Sm2,"O,Si,Sm",P-1,2
12838,1510524,Mn0.752 Au3.248,Au3.248Mn0.752,"Au,Mn",Fm-3m,225
12839,1528722,Cs16 Pb4 O16,Cs4O4Pb,"Cs,O,Pb",P2_1/c,14
12840,4001140,Y4 Sn4.516 Ge3.484,Ge3.484Sn4.516Y4,"Ge,Sn,Y",Cmcm,63
12841,1565386,Al5.372 B100,Al5.372B100,"Al,B",Cmme,67
12842,1523856,Gd1 Pb3,GdPb3,"Gd,Pb",Pm-3m,221
12843,1510457,Pb8 Au16,Au2Pb,"Au,Pb",Fd-3m,227
12844,1524975,Ce1 Fe5,CeFe5,"Ce,Fe",P6/mmm,191
12845,1522697,Ti1 Hg1,HgTi,"Hg,Ti",P4/mmm,123
12846,2002243,Ca2 Cu4 O6,CaCu2O3,"Ca,Cu,O",Pmmn,59
12847,9008037,Ti2 Cd2 O6,CdO3Ti,"Cd,O,Ti",R-3,148
12848,7209416,Li2 Sn8 Au6,Au3LiSn4,"Au,Li,Sn",P6_3mc,186
12849,2002169,Re12 Se28 Br28,Br7Re3Se7,"Br,Re,Se",P31c,159
12850,7118240,Ta10 N20 Cl34,Cl17N10Ta5,"Cl,N,Ta",I4/mmm,139
12851,1523370,Th3.86 Nb0.14,Nb0.14Th3.86,"Nb,Th",Fm-3m,225
12852,4336615,Nd14 Zn42.6 Ge3.4,Ge3.4Nd14Zn42.6,"Ge,Nd,Zn",Pbam,55
12853,4075336,Ho8 H120 C120,C15H15Ho,"C,H,Ho",P2_1/c,14
12854,1540313,Y0.8 Sc0.2 Si2,Sc0.2Si2Y0.8,"Sc,Si,Y",P6/mmm,191
12855,2003437,Mn35.88 Al120.12,Al120.12Mn35.88,"Al,Mn",Pnma,62
12856,4330812,Ce4 Fe7.952 Sb9.848,Ce4Fe7.952Sb9.848,"Ce,Fe,Sb",I4/mmm,139
12857,4310949,Y7.8712 Al61.694 Os12,Al61.694Os12Y7.8712,"Al,Os,Y",P6_3/mcm,193
12858,1528192,Ti2 N6 Cl6,Cl3N3Ti,"Cl,N,Ti",P-1,2
12859,2214423,Ce4 Mg4 Zn8,CeMgZn2,"Ce,Mg,Zn",Fm-3m,225
12860,2106460,In24 Te60,In2Te5,"In,Te",C2/c,15
12861,1510521,Nb6 Cr0.124 Au1.876,Au1.876Cr0.124Nb6,"Au,Cr,Nb",Pm-3n,223
12862,1101042,Ti8 N4,NTi2,"N,Ti",I4_1/amd,141
12863,1526930,Pr16 Te16 O56,O7Pr2Te2,"O,Pr,Te",Fd-3m,227
12864,1526498,Te8 Ir4,IrTe2,"Ir,Te",Pnma,62
12865,8104220,Cs3 Sb2 Cl9,Cl9Cs3Sb2,"Cl,Cs,Sb",P321,150
12866,4001265,Ce4 Ga24 Cu2,Ce2CuGa12,"Ce,Cu,Ga",P4/nbm,125
12867,1523500,La8 Rh16,LaRh2,"La,Rh",Fd-3m,227
12868,1539026,La9.996 Tl2.004 Se16,La9.996Se16Tl2.004,"La,Se,Tl",I-43d,220
12869,2106428,Ti4 Zn64,TiZn16,"Ti,Zn",Cmcm,63
12870,1008362,D0.36 La1 Ni5,H0.36LaNi5,"H,La,Ni",P6/mmm,191
12871,1542186,Ni4 N8 O24,N2NiO6,"N,Ni,O",Pa-3,205
12872,1542108,Bi4 O5.4,Bi4O5.4,"Bi,O",I4/mmm,139
12873,7208132,Mg2 Mo2 N4,MgMoN2,"Mg,Mo,N",P6_3/mmc,194
12874,1528774,In6 Se9,In2Se3,"In,Se",R-3m,166
12875,1539747,Fe24 O32,Fe3O4,"Fe,O",F-43m,216
12876,4000748,Na4 Ti12 O26,Na2O13Ti6,"Na,O,Ti",C2/m,12
12877,1561915,Ce3 Mo48 O132,CeMo16O44,"Ce,Mo,O",R-3,148
12878,9014469,Ce4 C10 O31,C10Ce4O31,"C,Ce,O",P-1,2
12879,1510704,Ba12 B8 N16,B2Ba3N4,"B,Ba,N",P2_12_12_1,19
12880,2016340,Bi40 Br8 O56,Bi5BrO7,"Bi,Br,O",Cmce,64
12881,1521196,Ba2 Cu4 Se4,BaCu2Se2,"Ba,Cu,Se",I4/mmm,139
12882,2310255,Nb14.512 Re43.488,Nb14.512Re43.488,"Nb,Re",I-43m,217
12883,4306748,Sr28 Ge4 N24,GeN6Sr7,"Ge,N,Sr",Pbcn,60
12884,9014630,Mn8 Si4 O16,Mn2O4Si,"Mn,O,Si",Pnma,62
12885,1509331,Ag8 Sb8 F48,AgF6Sb,"Ag,F,Sb",Ia-3,206
12886,9000309,Ni3 Bi2 S2,Bi2Ni3S2,"Bi,Ni,S",Pmma,51
12887,1526856,Be8 N48 O112,BeN6O14,"Be,N,O",Fdd2,43
12888,2107255,Nb4 Se6,Nb2Se3,"Nb,Se",P2_1/m,11
12889,1538556,Mo8 Cl24,Cl3Mo,"Cl,Mo",C2/c,15
12890,1009056,Mo8 N8,MoN,"Mo,N",P6_3/mmc,194
12891,1539525,Sc4 S4,SSc,"S,Sc",Fm-3m,225
12892,4324293,Re4 S4 O26,O13Re2S2,"O,Re,S",Pba2,32
12893,1539794,Nd1 Pt5,NdPt5,"Nd,Pt",P6/mmm,191
12894,1537886,Li12 Sb4,Li3Sb,"Li,Sb",Fm-3m,225
12895,1530645,Mn12 Ga24 S48,Ga2MnS4,"Ga,Mn,S",C2/c,15
12896,1525740,Li2.06 Co1.88 O3.76,Co1.88Li2.06O3.76,"Co,Li,O",P6_3mc,186
12897,1509705,Pr1 Ag2,Ag2Pr,"Ag,Pr",P6/mmm,191
12898,1000325,K16 Fe8 F40,F5FeK2,"F,Fe,K",Pbam,55
12899,8102918,Rb32 Ge32,GeRb,"Ge,Rb",P-43n,218
12900,1521173,Yb2 Mn4 Ge4,Ge2Mn2Yb,"Ge,Mn,Yb",I4/mmm,139
12901,1536638,Sr8 Ge4 Se16,GeSe4Sr2,"Ge,Se,Sr",Ama2,40
12902,2003311,Sm2 Mo8 O45,Mo8O45Sm2,"Mo,O,Sm",P-1,2
12903,9016507,Cs20 Co4 Cl20,Cl5CoCs5,"Cl,Co,Cs",I4/mcm,140
12904,1536717,Cs20 Sb32,Cs5Sb8,"Cs,Sb",P2_1/c,14
12905,1535423,Cr16 Cd8 Se32,CdCr2Se4,"Cd,Cr,Se",Fd-3m,227
12906,9004184,Fe8 As10 O26,As5Fe4O13,"As,Fe,O",P-1,2
12907,2105375,Eu1 Ag5,Ag5Eu,"Ag,Eu",P6/mmm,191
12908,1540321,La2 Br4,Br2La,"Br,La",P6_3/mmc,194
12909,1522907,Lu6 Zn51,Lu2Zn17,"Lu,Zn",R-3m,166
12910,2310191,Th8 Pd4,PdTh2,"Pd,Th",I4/mcm,140
12911,1523743,Pr1 Ga2.695 Ni2.305,Ga2.695Ni2.305Pr,"Ga,Ni,Pr",P6/mmm,191
12912,1524506,Dy1 Ga2,DyGa2,"Dy,Ga",P6/mmm,191
12913,8101644,Tl8.02 W24 Br56,Br56Tl8.02W24,"Br,Tl,W",Pn-3,201
12914,2102924,Al22 Co12 Si12,Al11Co6Si6,"Al,Co,Si",Pnma,62
12915,1008905,Eu1 B6,B6Eu,"B,Eu",Pm-3m,221
12916,1509858,Pr0.1 Ag3.9,Ag3.9Pr0.1,"Ag,Pr",Fm-3m,225
12917,4002537,V11.76 Mo0.24 O18,Mo0.24O18V11.76,"Mo,O,V",R-3c,167
12918,1010106,Be4 S4 O32,BeO8S,"Be,O,S",I-4c2,120
12919,1529148,Hg8 O2 F12,F6Hg4O,"F,Hg,O",P6_3mc,186
12920,1525374,Co1.5 Ni0.5,Co1.5Ni0.5,"Co,Ni",P6_3/mmc,194
12921,1540895,La4 Ta12 O36,LaO9Ta3,"La,O,Ta",Pnma,62
12922,1510821,Tb1 B2 Ru3,B2Ru3Tb,"B,Ru,Tb",P6/mmm,191
12923,1511169,Ge4.8 B16 Mo27.2,B16Ge4.8Mo27.2,"B,Ge,Mo",Fddd,70
12924,7222885,Ba1 Be0.75 Si1.25,BaBe0.75Si1.25,"Ba,Be,Si",P6/mmm,191
12925,1539583,Cs16 P24,Cs2P3,"Cs,P",Fmmm,69
12926,1527252,K2.5902 Al21.8596 O33.9998,Al21.8596K2.5902O33.9998,"Al,K,O",P6_3/mmc,194
12927,1529997,Nd1 Si1.5 Ni0.5,NdNi0.5Si1.5,"Nd,Ni,Si",P6/mmm,191
12928,8104454,Mo24 Cl48,Cl2Mo,"Cl,Mo",Cmce,64
12929,9014247,Ag8 As8 O28,Ag2As2O7,"Ag,As,O",P2_1/c,14
12930,1523328,Tb1 Gd1,GdTb,"Gd,Tb",P6_3/mmc,194
12931,4334704,Lu4 Al1.57 Ge4.43,Al1.57Ge4.43Lu4,"Al,Ge,Lu",Immm,71
12932,1521575,Lu6 Ge26 Rh8,Ge13Lu3Rh4,"Ge,Lu,Rh",Pm-3n,223
12933,1522489,Ti2 Te2,TeTi,"Te,Ti",P6_3/mmc,194
12934,4348386,Co4 H68 C52,C13CoH17,"C,Co,H",P2_1/c,14
12935,9008836,Be4 S4,BeS,"Be,S",F-43m,216
12936,7208102,Fe4 H64 C88,C22FeH16,"C,Fe,H",P2_1/c,14
12937,2237061,Zn4.544 Ag7.456 P32,Ag7.456P32Zn4.544,"Ag,P,Zn",C2/c,15
12938,8103605,Bi4 Br12,BiBr3,"Bi,Br",P2_1/c,14
12939,4336564,Na30.1 Ga54.636 Au5.364,Au5.364Ga54.636Na30.1,"Au,Ga,Na",P6/mmm,191
12940,1516434,Na4 B24 H24,B6H6Na,"B,H,Na",P2_1/c,14
12941,4069637,H120 Ru4 C116,C29H30Ru,"C,H,Ru",P-1,2
12942,9008929,Cr4 As4,AsCr,"As,Cr",Pnma,62
12943,2101306,Al8 Pb4 O16,Al2O4Pb,"Al,O,Pb",Ama2,40
12944,9009000,Ga8 Au4,AuGa2,"Au,Ga",Fm-3m,225
12945,4030713,Nb4 Se4 Br12,Br3NbSe,"Br,Nb,Se",P2/c,13
12946,1538658,Pr4 Y4 Ni16,Ni4PrY,"Ni,Pr,Y",Fd-3m,227
12947,1522780,Nb2 Se4 Cl4,Cl2NbSe2,"Cl,Nb,Se",P-1,2
12948,8103454,Co12 B4 O20,BCo3O5,"B,Co,O",Pbam,55
12949,9013421,Mn0.58 Zn1.42 Se2,Mn0.58Se2Zn1.42,"Mn,Se,Zn",P6_3mc,186
12950,8100738,Rb8 W4 Cl24,Cl6Rb2W,"Cl,Rb,W",Fm-3m,225
12951,1538904,K1.34 Ta2 Se4,K1.34Se4Ta2,"K,Se,Ta",P-6m2,187
12952,1529022,Ca4 Sn2 O8,Ca2O4Sn,"Ca,O,Sn",Pbam,55
12953,1535253,Yb8 Ge12 Rh14,Ge6Rh7Yb4,"Ge,Rh,Yb",Im-3m,229
12954,8103928,La6 C3 Cl3,CClLa2,"C,Cl,La",R-3m,166
12955,9012858,Bi6 Te9,Bi2Te3,"Bi,Te",R3m,160
12956,2310343,Sr4 Zn8,SrZn2,"Sr,Zn",Imma,74
12957,1524832,Co3.8 Sn0.2,Co3.8Sn0.2,"Co,Sn",Fm-3m,225
12958,1528417,Ho4 Cr4 O16,CrHoO4,"Cr,Ho,O",I4_1/a,88
12959,1529776,Sr12 Sb16 S36,S9Sb4Sr3,"S,Sb,Sr",Pna2_1,33
12960,9012330,V16 Cd8 O32,CdO4V2,"Cd,O,V",Fd-3m,227
12961,1537974,Ni3.68 Pt0.32,Ni3.68Pt0.32,"Ni,Pt",Fm-3m,225
12962,1511174,Er1 B0.4 Pt3,B0.4ErPt3,"B,Er,Pt",Pm-3m,221
12963,1535421,K4 Ge4,GeK,"Ge,K",Fm-3m,225
12964,9009213,Hg8 Br16,Br2Hg,"Br,Hg",Cmcm,63
12965,2106099,Tb10.8 Gd7.2 Ni18,Gd7.2Ni18Tb10.8,"Gd,Ni,Tb",P2_1/m,11
